('110557', ['204084', '154277'])
('38520', ['79882', '67453'])
('139479', ['266040', '191463'])
('161951', ['168714', '21446'])
('44667', ['109928', '112413'])
('82566', ['72035', '121187'])
('12688', ['177642', '19576'])
('82569', ['46228', '152939'])
('100827', ['163796', '58952'])
('52217', ['54423', '147453'])
('52216', ['8879', '2102'])
('10829', ['70375', '121788'])
('104567', ['166906', '112217'])
('101085', ['60661', '24883'])
('104560', ['129359', '28103'])
('53166', ['59868', '66900'])
('95509', ['169011', '67824'])
('112414', ['94129', '18940'])
('42681', ['121800', '16927'])
('117370', ['97095', '16272'])
('139787', ['115960', '68605'])
('139785', ['134189', '17957'])
('121350', ['202381', '108005'])
('195275', ['147045', '123171'])
('117378', ['58820', '16077'])
('19810', ['7517', '414'])
('19812', ['132263', '90366'])
('32133', ['16077', '44233'])
('105740', ['139787', '110769'])
('13387', ['53738', '124618'])
('159037', ['221465', '42280'])
('124650', ['110557', '13195'])
('2665', ['221788', '126077'])
('26272', ['13639', '71670'])
('26273', ['150253', '106664'])
('153058', ['18219', '183522'])
('69658', ['46228', '14593'])
('141395', ['261374', '202566'])
('63436', ['16272', '71987'])
('192400', ['168284', '21844'])
('53306', ['95878', '28103'])
('101883', ['113439', '9898'])
('37502', ['7041', '83154'])
('21269', ['58907', '173000'])
('49626', ['58221', '198428'])
('21266', ['125896', '67537'])
('21260', ['134189', '106707'])
('21263', ['66618', '19800'])
('116395', ['190018', '27489'])
('154310', ['88214', '74652'])
('75220', ['40573', '12059'])
('79978', ['86561', '22350'])
('1822', ['85507', '53926'])
('192675', ['101425', '85707'])
('2413', ['72035', '44671'])
('45508', ['16077', '2318'])
('81036', ['5701', '141723'])
('2141', ['46228', '204084'])
('2140', ['173000', '60661'])
('204104', ['225019', '109021'])
('71145', ['26238', '168668'])
('81038', ['133746', '3342'])
('192679', ['189953', '70563'])
('85739', ['69410', '47231'])
('71800', ['17857', '24853'])
('210878', ['43276', '37178'])
('202461', ['116395', '54548'])
('85731', ['2437', '30090'])
('158637', ['101152', '67925'])
('160339', ['142343', '37872'])
('86881', ['191133', '21485'])
('68012', ['4751', '3259'])
('58157', ['16004', '150391'])
('190217', ['19981', '170115'])
('14057', ['5723', '18219'])
('27048', ['14184', '62044'])
('14055', ['16927', '64951'])
('168716', ['110769', '16319'])
('94632', ['127001', '49735'])
('41080', ['4020', '57636'])
('196611', ['23692', '205265'])
('41085', ['153273', '35168'])
('211473', ['177575', '4072'])
('163522', ['108005', '69344'])
('36901', ['58222', '58071'])
('90706', ['91811', '91257'])
('70769', ['51616', '14278'])
('44400', ['11075', '173180'])
('70763', ['169300', '69557'])
('54306', ['15051', '14990'])
('14947', ['61851', '88214'])
('112873', ['100058', '51154'])
('14232', ['222252', '22800'])
('14231', ['15713', '23113'])
('108074', ['6377', '83472'])
('71417', ['178733', '190018'])
('71415', ['92941', '26422'])
('168366', ['60959', '166906'])
('18998', ['50184', '23294'])
('54308', ['872', '24587'])
('3319', ['80641', '22575'])
('122112', ['154310', '108992'])
('58378', ['23365', '101622'])
('208758', ['110557', '208304'])
('62217', ['43047', '2437'])
('104900', ['12108', '58820'])
('208750', ['124155', '15071'])
('58375', ['85236', '54072'])
('143720', ['253412', '42556'])
('143890', ['46901', '160193'])
('143726', ['23664', '45408'])
('155847', ['46275', '3720'])
('155846', ['94333', '199032'])
('20025', ['18099', '17574'])
('87392', ['210878', '150375'])
('137035', ['53926', '177575'])
('148849', ['42293', '94805'])
('112700', ['84534', '16077'])
('112703', ['8005', '30690'])
('10542', ['44648', '16388'])
('18192', ['161313', '110557'])
('225515', ['66059', '147560'])
('48716', ['66154', '248384'])
('48711', ['70362', '88653'])
('95560', ['90762', '28848'])
('6474', ['21485', '117986'])
('262964', ['104567', '79537'])
('235120', ['101944', '161494'])
('156576', ['65985', '136774'])
('143093', ['81005', '12108'])
('99681', ['69557', '5136'])
('92149', ['54055', '46600'])
('51080', ['204084', '41822'])
('171282', ['131114', '50644'])
('44362', ['66506', '59541'])
('178621', ['160339', '177094'])
('29399', ['3453', '84071'])
('218672', ['115575', '97525'])
('504', ['70362', '38875'])
('178629', ['52825', '139787'])
('503', ['38875', '11884'])
('79233', ['3720', '7517'])
('195870', ['131114', '210155'])
('191549', ['52912', '103822'])
('239790', ['127708', '147124'])
('79546', ['26782', '222505'])
('23134', ['53640', '54034'])
('15546', ['111156', '3720'])
('175941', ['174803', '96972'])
('237934', ['68763', '180207'])
('150938', ['43601', '69121'])
('6529', ['11816', '21478'])
('72193', ['207935', '42556'])
('24142', ['113354', '104925'])
('8260', ['176260', '4495'])
('72197', ['108168', '102053'])
('169367', ['119428', '112882'])
('109302', ['73082', '44648'])
('123240', ['82298', '64779'])
('73820', ['10874', '222585'])
('97819', ['17922', '125616'])
('77812', ['9466', '72264'])
('42280', ['142530', '24883'])
('129591', ['14278', '16077'])
('31623', ['97209', '65985'])
('78768', ['112063', '68533'])
('79417', ['105142', '20004'])
('72335', ['70362', '110769'])
('72444', ['94158', '13195'])
('117616', ['41799', '170689'])
('3866', ['27881', '41799'])
('78831', ['108005', '260851'])
('161019', ['126077', '131114'])
('34671', ['19272', '97209'])
('196212', ['66059', '19813'])
('196216', ['236972', '104216'])
('8407', ['80994', '63050'])
('176260', ['10182', '2437'])
('86117', ['181019', '260851'])
('86111', ['172987', '42280'])
('257136', ['246107', '19805'])
('50533', ['106505', '65490'])
('100454', ['18935', '50644'])
('119107', ['95077', '42155'])
('119104', ['181019', '19751'])
('66117', ['129818', '196212'])
('66440', ['49735', '228813'])
('126741', ['4020', '6377'])
('66112', ['242655', '61519'])
('35812', ['21592', '242684'])
('105727', ['58221', '141490'])
('88642', ['4610', '16077'])
('103817', ['17931', '112063'])
('103813', ['123194', '51154'])
('65140', ['53589', '70362'])
('52970', ['15299', '18219'])
('52977', ['100943', '208546'])
('131519', ['197790', '54055'])
('52975', ['117180'])
('52978', ['103708', '204084'])
('131513', ['14990', '117403'])
('61816', ['156658', '93467'])
('64819', ['4042', '11292'])
('86079', ['89171', '147851'])
('60847', ['179133', '186975'])
('215968', ['161494', '65985'])
('86074', ['95878', '233368'])
('69825', ['7517', '68817'])
('118227', ['38755', '18219'])
('120743', ['206404', '141412'])
('160490', ['53918', '109133'])
('266154', ['53488', '3713'])
('115960', ['18756', '143692'])
('165464', ['46149', '154277'])
('65368', ['16388', '44251'])
('65498', ['124532', '78934'])
('261430', ['215795', '243692'])
('155541', ['189953', '94443'])
('241582', ['131052', '189219'])
('22779', ['41490', '50909'])
('92941', ['167471', '177575'])
('233629', ['114073', '104923'])
('89983', ['136962', '135010'])
('154499', ['147628', '131114'])
('227275', ['62046', '59367'])
('13680', ['2734', '63771'])
('230843', ['57066', '69709'])
('200927', ['160193', '180207'])
('43564', ['90365', '44314'])
('258319', ['124439', '180207'])
('89639', ['63734', '100943'])
('101279', ['15299', '179681'])
('53252', ['100943', '26639'])
('16166', ['131114', '143227'])
('101274', ['14352', '111156'])
('104356', ['12906', '13033'])
('101271', ['11075', '135308'])
('93541', ['11075', '13538'])
('101273', ['16077', '191463'])
('78607', ['70362', '85559'])
('257280', ['93541', '8449'])
('105083', ['86603', '20556'])
('97623', ['45285', '45746'])
('92725', ['61519', '124077'])
('3487', ['222719', '168284'])
('4566', ['16077', '67665'])
('85289', ['49406', '162'])
('60517', ['86259', '66506'])
('9423', ['107395', '38149'])
('139283', ['53901', '54055'])
('248754', ['7178', '53289'])
('248759', ['141401', '120116'])
('104179', ['112513', '80205'])
('19069', ['61519', '133790'])
('85253', ['3720', '7517'])
('133182', ['154277', '182113'])
('101413', ['81470', '16384'])
('101414', ['17008', '195133'])
('62912', ['145111', '177575'])
('20619', ['137010', '45408'])
('17782', ['52825', '54072'])
('62916', ['50114', '18219'])
('52790', ['65490', '124605'])
('104206', ['13165', '12108'])
('260213', ['19810', '99137'])
('153268', ['137010', '100943'])
('81938', ['159727', '144919'])
('99378', ['116327', '9386'])
('124464', ['191463', '53589'])
('153267', ['21931', '112840'])
('85036', ['14092', '414'])
('80512', ['65498', '124920'])
('85030', ['46471', '28389'])
('254584', ['246107', '88653'])
('113282', ['14502', '39791'])
('254581', ['223615', '90977'])
('85039', ['58221', '160193'])
('185517', ['215795', '90785'])
('17923', ['107395', '80726'])
('6061', ['100701', '100943'])
('139649', ['66870', '97654'])
('42216', ['153070', '51570'])
('195595', ['166906', '54176'])
('139865', ['194565', '149380'])
('203477', ['54168', '11543'])
('111427', ['9898', '15776'])
('20927', ['114073', '135030'])
('2608', ['18218', '23365'])
('45995', ['70169', '83099'])
('20922', ['64471', '97654'])
('150806', ['114471', '16927'])
('10789', ['100058', '46275'])
('83962', ['102403', '59252'])
('163322', ['59152', '186918'])
('78220', ['118114', '82233'])
('195047', ['13576', '52546'])
('195044', ['8079', '93636'])
('71318', ['85710', '56633'])
('176718', ['15299', '100803'])
('12329', ['199575', '92396'])
('54534', ['13475', '7353'])
('70406', ['127970', '70543'])
('59169', ['107607', '1955'])
('59162', ['69557', '185705'])
('152136', ['100206', '97639'])
('53448', ['26015', '97209'])
('152135', ['94552', '11790'])
('125330', ['53766', '102053'])
('174715', ['247087', '218963'])
('53440', ['100058', '53328'])
('53445', ['53488', '3713'])
('113860', ['22868', '175315'])
('49873', ['118477', '139103'])
('18693', ['5840', '7607'])
('18692', ['59601', '66900'])
('223915', ['54279', '50377'])
('49878', ['5840', '186704'])
('121117', ['17970', '212572'])
('64403', ['186587', '186150'])
('122875', ['252672', '1057'])
('122872', ['9624', '9233'])
('19200', ['9755', '58221'])
('149631', ['182112', '105096'])
('129479', ['61103', '205870'])
('68467', ['195588', '19083'])
('68461', ['10874', '17251'])
('68463', ['243246', '7798'])
('261315', ['12983', '53289'])
('68373', ['100943', '66142'])
('119378', ['135030', '139708'])
('115424', ['16431', '154310'])
('24345', ['10102', '164704'])
('2959', ['30090', '59601'])
('167507', ['136508', '212572'])
('72353', ['179150', '84443'])
('32732', ['51057', '14990'])
('1025', ['8879', '4020'])
('1024', ['24587', '12059'])
('1026', ['101945', '71626'])
('160167', ['66900', '194754'])
('160168', ['243897', '109133'])
('53918', ['142374', '160490'])
('5349', ['44233', '163796'])
('66327', ['17619', '121363'])
('63734', ['100943', '4031'])
('185767', ['14726', '53804'])
('68204', ['53485', '59868'])
('158865', ['7517', '89171'])
('240778', ['250838', '70362'])
('67988', ['45746', '44691'])
('67451', ['117557', '177795'])
('77316', ['2734', '93633'])
('67453', ['18940', '11075'])
('67457', ['224367', '152209'])
('261746', ['241671'])
('89699', ['33830', '21485'])
('62003', ['236838', '149380'])
('234220', ['50456', '238443'])
('28271', ['63734', '100943'])
('136994', ['176320', '131114'])
('226818', ['180207', '155914'])
('11075', ['15794', '58678'])
('79318', ['104540', '47946'])
('13636', ['127389', '70264'])
('72832', ['119460', '117752'])
('175009', ['191681', '169300'])
('94793', ['142558', '21485'])
('50949', ['108005', '92087'])
('4094', ['142530', '66900'])
('35715', ['102999', '97654'])
('66834', ['53738', '69454'])
('50499', ['83291', '70293'])
('156498', ['224956', '169401'])
('5735', ['107883', '32654'])
('136197', ['53738', '168714'])
('89471', ['94302', '71820'])
('147610', ['16077', '5729'])
('147613', ['112063', '22464'])
('66859', ['21412', '77909'])
('11316', ['64373', '73221'])
('118422', ['23692', '70543'])
('201755', ['164428', '232918'])
('27694', ['92977', '16388'])
('103647', ['51942', '115625'])
('103313', ['21485', '142435'])
('51011', ['15794', '2437'])
('154146', ['160193', '12108'])
('51014', ['10586', '29587'])
('181511', ['75499', '82298'])
('132437', ['38371', '89171'])
('51541', ['106707', '93947'])
('13634', ['15299', '73435'])
('25833', ['185329', '62731'])
('127370', ['163796', '88653'])
('61671', ['40573', '51616'])
('88873', ['6141', '44442'])
('61675', ['193519', '162033'])
('248566', ['203091', '68390'])
('180207', ['145111', '181547'])
('120680', ['110557', '131119'])
('42892', ['50462', '60281'])
('136223', ['210794', '240425'])
('23367', ['16077', '77162'])
('23365', ['13195', '79980'])
('14045', ['15299', '71227'])
('188055', ['125206', '224520'])
('8097', ['11338', '58375'])
('243961', ['60904', '53153'])
('61585', ['35572', '14923'])
('12523', ['12253', '3720'])
('12522', ['13330', '7822'])
('22181', ['15455', '17782'])
('206404', ['66081', '120743'])
('137052', ['173077', '12217'])
('165695', ['163796', '88653'])
('197972', ['240401', '76463'])
('86532', ['91257', '90684'])
('266369', ['92087', '247072'])
('16578', ['119460', '100832'])
('86627', ['23555', '124706'])
('266363', ['168284', '109804'])
('26947', ['151517', '63276'])
('80726', ['7607', '88214'])
('97012', ['191133', '21485'])
('227444', ['196212', '78687'])
('6657', ['216594', '173129'])
('166527', ['13367', '79454'])
('166256', ['10725', '59278'])
('6653', ['24883', '96977'])
('99144', ['229249', '61042'])
('82580', ['93891', '82298'])
('100841', ['68741', '186704'])
('174476', ['7259', '68741'])
('186587', ['142435', '18374'])
('10806', ['4214', '5840'])
('177094', ['92087', '226693'])
('52894', ['77061', '13165'])
('52896', ['100701', '100943'])
('165722', ['194993', '15946'])
('104542', ['4031', '93137'])
('63637', ['23664', '50172'])
('61857', ['48299', '11219'])
('16319', ['51154', '162275'])
('6380', ['100397', '116650'])
('61851', ['51616', '6377'])
('87783', ['96932', '4072'])
('223138', ['72148', '206960'])
('117391', ['38513', '139765'])
('16314', ['176403', '110557'])
('61858', ['90129', '96932'])
('249614', ['157706', '58287'])
('240534', ['89171', '234178'])
('124852', ['13195', '9987'])
('159014', ['69345', '228876'])
('124679', ['14856', '104973'])
('60184', ['60830', '72035'])
('153070', ['103813', '145111'])
('153071', ['68763', '233162'])
('49605', ['105824', '21434'])
('49601', ['70563', '156608'])
('58649', ['3975', '2399'])
('121485', ['58820', '81005'])
('100354', ['49756', '98153'])
('7925', ['19083', '104625'])
('128352', ['42556', '61519'])
('80182', ['21446', '17405'])
('63180', ['50743', '72508'])
('98185', ['170115', '117752'])
('236792', ['263683', '4848'])
('12060', ['259161', '107702'])
('149026', ['260851', '129359'])
('79952', ['10586', '24587'])
('45563', ['88214', '54252'])
('45562', ['17052', '51154'])
('45564', ['163796', '88653'])
('204121', ['94610', '54008'])
('94384', ['23365', '141095'])
('204128', ['30458', '165823'])
('90893', ['215795', '23113'])
('43601', ['151895', '94129'])
('162405', ['218370', '126873'])
('81053', ['81256', '42335'])
('2166', ['96932', '69257'])
('4957', ['21446', '14705'])
('2163', ['86210', '96090'])
('54495', ['82298', '100372'])
('49463', ['16077', '9939'])
('54492', ['86943', '2102'])
('14037', ['26422', '11159'])
('85752', ['80709', '49735'])
('54499', ['32654', '40323'])
('3298', ['94469', '13270'])
('164802', ['251540', '45586'])
('62586', ['46600', '60113'])
('52632', ['176679', '127001'])
('5136', ['26016', '97450'])
('1905', ['90636', '6881'])
('52639', ['67557', '114160'])
('5132', ['97922', '88068'])
('94658', ['97417', '80390'])
('106039', ['137881', '26561'])
('60722', ['138428', '21644'])
('13202', ['64779', '50743'])
('116043', ['154310', '79534'])
('106031', ['204059', '163796'])
('94654', ['29587', '12832'])
('60728', ['20619', '262877'])
('53320', ['83992', '11896'])
('90768', ['218963', '164147'])
('146390', ['108005', '158230'])
('53852', ['70617', '40154'])
('57372', ['26979', '103477'])
('131581', ['248839', '85707'])
('53328', ['59601', '15506'])
('90762', ['90636', '63985'])
('90765', ['6341', '126873'])
('235849', ['190428', '97450'])
('33352', ['161160', '126571'])
('112813', ['46275', '90762'])
('90723', ['99239', '90748'])
('147376', ['38667', '60576'])
('147377', ['15713', '78287'])
('37386', ['79534', '229343'])
('37380', ['16272', '45909'])
('14782', ['7862', '10247'])
('18200', ['2702', '53926'])
('20007', ['99627', '85923'])
('33429', ['81005', '97209'])
('20556', ['9755', '15051'])
('246146', ['158219', '85022'])
('66745', ['194565', '71980'])
('38721', ['15399', '11896'])
('264109', ['205696', '189219'])
('83576', ['233076', '113355'])
('71613', ['192085', '202381'])
('143877', ['177864', '151517'])
('143871', ['98080', '112063'])
('251305', ['205696', '189219'])
('202400', ['214831', '46334'])
('109603', ['22464', '126873'])
('133067', ['24587', '872'])
('80983', ['20322', '11075'])
('148737', ['205411', '143591'])
('133068', ['114399', '79034'])
('137010', ['151369', '5729'])
('153887', ['103917', '90365'])
('218384', ['123498', '85707'])
('85802', ['21446', '70043'])
('147119', ['136661', '66327'])
('85806', ['189017', '173129'])
('132225', ['5840', '77593'])
('242390', ['53289', '40651'])
('112724', ['50988', '51637'])
('47463', ['73082', '50877'])
('112721', ['180620', '53186'])
('112720', ['69557', '258736'])
('15782', ['4042', '43289'])
('222252', ['206469', '114789'])
('48736', ['186652', '133047'])
('48735', ['36663', '169541'])
('91380', ['121086', '39791'])
('91381', ['99029', '116650'])
('138904', ['220237', '1955'])
('216141', ['104216', '240401'])
('129027', ['5840', '180207'])
('99636', ['70362', '61216'])
('129757', ['169300', '94783'])
('216418', ['36663', '183545'])
('99631', ['65422', '87975'])
('71430', ['33742', '32654'])
('171268', ['26422', '46228'])
('59158', ['116650', '3597'])
('137902', ['7517', '69557'])
('44387', ['7822', '12836'])
('263673', ['4447', '114789'])
('171262', ['14856', '17251'])
('79786', ['71820', '10562'])
('136508', ['66059', '202381'])
('79785', ['70296', '40573'])
('2042', ['49126', '101152'])
('99482', ['161608', '128328'])
('617', ['69958', '94158'])
('47604', ['116515', '54372'])
('79789', ['64779', '54252'])
('8249', ['12299', '97209'])
('97835', ['110557', '261374'])
('241499', ['212572', '166228'])
('8240', ['21844', '38508'])
('8241', ['97693', '70752'])
('29662', ['70362', '88653'])
('28166', ['26782', '113354'])
('148862', ['143608', '34415'])
('216586', ['70384', '204059'])
('230625', ['89171', '261929'])
('78783', ['114073', '11753'])
('148868', ['105096', '18714'])
('97513', ['45746', '154315'])
('229345', ['3720', '7517'])
('8422', ['97840', '51440'])
('229343', ['16077', '64905'])
('72317', ['101042', '103698'])
('259420', ['207795', '14856'])
('79431', ['100058', '16384'])
('72312', ['2059', '15506'])
('119120', ['138551', '147610'])
('115894', ['4072', '19542'])
('131753', ['17619', '264018'])
('50000', ['740', '53356'])
('50001', ['172987', '244498'])
('187006', ['145139', '126077'])
('112584', ['131114', '185517'])
('50556', ['13423', '137853'])
('86136', ['137609', '11051'])
('50554', ['16272', '15051'])
('7479', ['6026', '10247'])
('9831', ['11408', '13480'])
('224152', ['167581', '163796'])
('133930', ['198428', '91024'])
('89862', ['96090', '167471'])
('160143', ['104923', '51461'])
('89866', ['91257', '90762'])
('23113', ['21446', '111156'])
('89868', ['18714', '67149'])
('66463', ['98278', '126077'])
('66460', ['127001', '53929'])
('245555', ['89171', '18200'])
('22575', ['15299', '22464'])
('245553', ['9334', '207861'])
('61119', ['9773', '53640'])
('65163', ['71987', '52825'])
('22578', ['240401', '260851'])
('103872', ['112840', '110996'])
('264093', ['63421', '155746'])
('61110', ['135308', '67149'])
('26400', ['68763', '186264'])
('69806', ['171268', '121386'])
('263852', ['225724', '97417'])
('69803', ['50554', '14990'])
('131572', ['159898', '53589'])
('206895', ['9932', '162275'])
('204948', ['85710', '137532'])
('232893', ['6342', '90025'])
('204946', ['92396', '68763'])
('32430', ['183545', '158125'])
('32435', ['80726', '164704'])
('3844', ['138363', '101085'])
('220452', ['90365', '44314'])
('48599', ['96972', '2905'])
('38925', ['89171', '97209'])
('94772', ['168284', '213273'])
('75435', ['1798', '14299'])
('116548', ['224956', '197790'])
('192007', ['159898', '30592'])
('224091', ['18893', '73571'])
('73376', ['163796', '79534'])
('89317', ['43935', '14502'])
('63755', ['179778', '258557'])
('230796', ['110557', '261374'])
('101251', ['115575', '111065'])
('93033', ['70362', '35572'])
('63752', ['124532', '163753'])
('185168', ['68763', '180207'])
('101259', ['18099', '52069'])
('51750', ['101890', '32794'])
('51756', ['4042', '28495'])
('51755', ['52315', '12299'])
('16147', ['108321', '94783'])
('51975', ['10519', '68817'])
('16143', ['105096', '40980'])
('93527', ['45706', '20004'])
('5966', ['5840', '71203'])
('79892', ['40573', '66030'])
('116726', ['81754', '108005'])
('56989', ['70384', '85656'])
('17540', ['14990', '70296'])
('19090', ['32654', '15782'])
('60538', ['3720', '42155'])
('130151', ['60323', '89171'])
('90954', ['128044', '70106'])
('167595', ['207934', '68605'])
('186845', ['245555', '9207'])
('13433', ['2437', '24883'])
('153797', ['58907', '44691'])
('153796', ['131114', '50644'])
('85233', ['14037', '8216'])
('121814', ['156380', '166228'])
('85234', ['58375', '18714'])
('85236', ['58375', '97693'])
('85238', ['40573', '131114'])
('11693', ['52487', '137881'])
('82934', ['21446', '64891'])
('46405', ['62092', '93484'])
('82248', ['48046', '9004'])
('64340', ['5701', '53485'])
('81913', ['142814', '26029'])
('2590', ['6377', '40980'])
('153246', ['12845', '116650'])
('45178', ['17970', '5840'])
('124449', ['51616', '34330'])
('2598', ['90677', '12059'])
('69118', ['12217', '10165'])
('20637', ['49735', '88653'])
('114790', ['71999', '68193'])
('90397', ['71987', '68605'])
('85587', ['66030', '70671'])
('117239', ['115575', '24790'])
('11549', ['4031', '219616'])
('75696', ['78687', '55299'])
('205316', ['58375', '212572'])
('139625', ['220237', '202368'])
('99137', ['53738', '151958'])
('237885', ['85461', '24883'])
('20947', ['145111', '3222'])
('99139', ['97525', '80374'])
('90379', ['87595', '90748'])
('101924', ['45126', '51616'])
('7353', ['53578', '38992'])
('107554', ['19151', '83239'])
('107555', ['147388', '79802'])
('101928', ['7692', '116052'])
('9233', ['137853', '9987'])
('78208', ['12492', '78934'])
('159744', ['15299', '8449'])
('71335', ['151382', '117912'])
('198090', ['198864', '183545'])
('84181', ['38508', '1955'])
('84183', ['84739', '101670'])
('255169', ['227444', '186881'])
('62976', ['15399', '134189'])
('255166', ['131114'])
('156747', ['3146', '45706'])
('53465', ['125203', '69257'])
('70429', ['1955', '69345'])
('53461', ['18940', '17179'])
('70424', ['54055', '85324'])
('70427', ['186264', '180207'])
('10279', ['33335', '221788'])
('9059', ['11284', '14923'])
('63373', ['18219', '1542'])
('234705', ['8879', '71203'])
('63379', ['16477', '49735'])
('9052', ['133746', '45204'])
('113807', ['3259', '7517'])
('226149', ['105096', '2141'])
('50268', ['20990', '90397'])
('20496', ['160193', '77909'])
('241642', ['136508', '23692'])
('211538', ['70384', '143227'])
('164476', ['3342', '65985'])
('68442', ['67289', '16043'])
('68193', ['15506', '4072'])
('68440', ['181019', '164428'])
('83328', ['58221', '160193'])
('44442', ['69239', '18890'])
('778', ['23365', '94158'])
('146980', ['142530', '259161'])
('246739', ['108419', '194754'])
('24323', ['63110', '118275'])
('71594', ['157710', '188014'])
('187632', ['39791', '59601'])
('71599', ['74482', '58221'])
('121788', ['10829', '54306'])
('71840', ['85802', '70365'])
('62390', ['226685', '95686'])
('68996', ['872', '15051'])
('22218', ['22155', '44648'])
('1048', ['126819', '152939'])
('189891', ['255659', '180969'])
('160107', ['79454', '168601'])
('122098', ['110557', '208304'])
('225243', ['65270', '186811'])
('165521', ['201194', '65362'])
('30124', ['15413', '63421'])
('79155', ['12672', '72832'])
('178161', ['227735', '212572'])
('174195', ['149380', '45746'])
('198730', ['197053', '114407'])
('54116', ['171460', '131052'])
('11051', ['7730', '46901'])
('54114', ['89171', '218202'])
('19549', ['59601', '79417'])
('89678', ['16077', '69956'])
('14576', ['161313', '227957'])
('54118', ['24883', '94783'])
('33839', ['26029', '6377'])
('79337', ['110557', '53485'])
('91770', ['145111', '97639'])
('91773', ['48481', '169352'])
('106780', ['7730', '78934'])
('72811', ['23692', '7517'])
('62024', ['84534', '183545'])
('91778', ['91257', '90748'])
('3127', ['130815', '212596'])
('115402', ['266040', '191463'])
('156944', ['58820', '166906'])
('252652', ['13195', '224956'])
('143116', ['46228', '53289'])
('34462', ['121086', '15896'])
('15990', ['44648', '145111'])
('120116', ['145111', '73599'])
('66870', ['139649', '20049'])
('50961', ['7517', '97654'])
('165059', ['114107'])
('93739', ['134189', '6026'])
('5754', ['240425', '76463'])
('89411', ['10773', '23463'])
('147635', ['121350', '145921'])
('93733', ['78687', '100206'])
('225724', ['204349', '17949'])
('93684', ['15507', '80994'])
('147083', ['155281', '113354'])
('15190', ['161494', '159898'])
('127315', ['204059', '163796'])
('103664', ['84482', '79980'])
('91596', ['62129', '13507'])
('55299', ['168018', '189148'])
('67775', ['46198', '117986'])
('129921', ['163796', '89774'])
('25810', ['129979', '82758'])
('169129', ['15776', '226685'])
('67471', ['97209', '42155'])
('47821', ['15794', '96932'])
('145679', ['180223', '214514'])
('165759', ['15455', '79475'])
('66702', ['96970', '24184'])
('130815', ['166906', '126866'])
('110473', ['15051', '35393'])
('130811', ['8449', '51616'])
('256534', ['104567', '79537'])
('140006', ['205696', '152884'])
('23304', ['8407', '240401'])
('155799', ['180620', '123498'])
('15220', ['248134', '177575'])
('15228', ['19751', '85754'])
('7433', ['124532', '58221'])
('13415', ['46471', '12743'])
('230243', ['11753', '133118'])
('65490', ['12253', '70003'])
('192183', ['105096', '110057'])
('135472', ['59169', '20435'])
('13637', ['58907', '248839'])
('171818', ['238443', '262964'])
('2321', ['5840', '68390'])
('6675', ['195488', '59269'])
('6674', ['60281', '126887'])
('185254', ['135012', '195805'])
('42532', ['11292', '61523'])
('84965', ['177094', '222028'])
('56512', ['224956', '63834'])
('85697', ['72264', '162740'])
('97032', ['65083', '66935'])
('156479', ['161160', '7195'])
('161226', ['33941', '209223'])
('145187', ['145140', '96932'])
('110386', ['69035', '135256'])
('240730', ['97922', '65083'])
('50191', ['44969', '67149'])
('81256', ['12410', '5840'])
('100647', ['10247', '168058'])
('100314', ['65612', '20871'])
('10861', ['64905', '145111'])
('100643', ['126873', '145111'])
('92022', ['21485', '238575'])
('32176', ['16077', '2318'])
('93993', ['65603', '58221'])
('96743', ['32557', '204084'])
('96745', ['261929', '237457'])
('236401', ['194565', '213054'])
('97296', ['15299', '116438'])
('249635', ['19016', '92683'])
('202555', ['70367', '100206'])
('141350', ['194754', '167471'])
('69618', ['51616', '133746'])
('26238', ['164768', '58221'])
('260976', ['202089', '161608'])
('136850', ['51570', '126392'])
('69611', ['43276', '139806'])
('43919', ['110557', '261374'])
('128338', ['16077', '4020'])
('135260', ['100670', '121086'])
('180564', ['183545', '129818'])
('46369', ['167732', '66185'])
('3728', ['79786', '173180'])
('261374', ['33335', '110873'])
('3720', ['7517', '44610'])
('3723', ['179784', '170115'])
('4684', ['38875', '195588'])
('45541', ['54168', '240401'])
('97163', ['73431', '204765'])
('53122', ['90785', '53589'])
('15032', ['250025', '58221'])
('53120', ['16240', '64340'])
('2103', ['20435', '17839'])
('2102', ['15776', '23555'])
('99834', ['7517', '12108'])
('53129', ['204084', '172987'])
('230588', ['81296', '223915'])
('58618', ['91257', '87595'])
('57287', ['58952', '17996'])
('5117', ['34462', '99834'])
('96812', ['108168', '100943'])
('5111', ['64396', '84061'])
('5113', ['58436', '15072'])
('96818', ['19751', '39255'])
('49484', ['52756', '100058'])
('200685', ['85578', '50456'])
('54471', ['74652', '99834'])
('265616', ['13029', '213586'])
('94676', ['4027', '10519'])
('52611', ['18099', '17574'])
('164862', ['17387', '53926'])
('52617', ['69958', '40980'])
('106011', ['67144', '126571'])
('68050', ['60323', '168272'])
('122667', ['45586', '103266'])
('106019', ['16077', '100943'])
('25298', ['97416', '33245'])
('222606', ['226685', '238575'])
('90749', ['15794', '90156'])
('90748', ['66506', '87595'])
('10489', ['123402', '17387'])
('146379', ['110557', '8033'])
('53690', ['87595', '90748'])
('53875', ['110557', '208304'])
('53694', ['70384', '12705'])
('113651', ['47256', '34462'])
('186670', ['98278', '97417'])
('14900', ['80726', '71203'])
('54612', ['94783', '126661'])
('33335', ['54278', '9334'])
('112523', ['88214', '44541'])
('112522', ['127520', '11409'])
('143857', ['63276', '64396'])
('436', ['121455', '88653'])
('34812', ['250838', '58221'])
